Team 1,Team 2,Winner,Margin,Ground,Match Date,ODI No
England,Australia,England,8 wickets,Lord's,"Jun 3, 1985",ODI # 331
Sri Lanka,India,India,2 wickets,Colombo (SSC),"Aug 25, 1985",ODI # 332
Sri Lanka,India,Sri Lanka,14 runs,Colombo (PSS),"Sep 21, 1985",ODI # 333
Sri Lanka,India,no result,,Colombo (PSS),"Sep 22, 1985",ODI # 334
Pakistan,Sri Lanka,Pakistan,8 wickets,Peshawar,"Oct 13, 1985",ODI # 335
Pakistan,Sri Lanka,Pakistan,15 runs,Gujranwala,"Oct 23, 1985",ODI # 336
Pakistan,Sri Lanka,Pakistan,5 wickets,Lahore,"Oct 25, 1985",ODI # 337
Pakistan,Sri Lanka,Pakistan,89 runs,Hyderabad (Sind),"Nov 3, 1985",ODI # 338
Pakistan,West Indies,West Indies,7 wickets,Sharjah,"Nov 15, 1985",ODI # 339
India,Pakistan,Pakistan,48 runs,Sharjah,"Nov 17, 1985",ODI # 340
India,West Indies,West Indies,8 wickets,Sharjah,"Nov 22, 1985",ODI # 341
Pakistan,West Indies,West Indies,8 wickets,Gujranwala,"Nov 27, 1985",ODI # 342
Pakistan,West Indies,Pakistan,6 wickets,Lahore,"Nov 29, 1985",ODI # 343
Pakistan,West Indies,West Indies,40 runs,Peshawar,"Dec 2, 1985",ODI # 344
Pakistan,West Indies,Pakistan,5 wickets,Rawalpindi,"Dec 4, 1985",ODI # 345
Pakistan,West Indies,West Indies,8 wickets,Karachi,"Dec 6, 1985",ODI # 346
Australia,New Zealand,no result,,Melbourne,"Jan 9, 1986",ODI # 347
India,New Zealand,India,5 wickets,Brisbane,"Jan 11, 1986",ODI # 348
Australia,India,Australia,4 wickets,Brisbane,"Jan 12, 1986",ODI # 349
Australia,New Zealand,Australia,4 wickets,Sydney,"Jan 14, 1986",ODI # 350
Australia,India,India,8 wickets,Melbourne,"Jan 16, 1986",ODI # 351
India,New Zealand,New Zealand,3 wickets,Perth,"Jan 18, 1986",ODI # 352
Australia,New Zealand,Australia,4 wickets,Perth,"Jan 19, 1986",ODI # 353
Australia,India,Australia,100 runs,Sydney,"Jan 21, 1986",ODI # 354
India,New Zealand,New Zealand,5 wickets,Melbourne,"Jan 23, 1986",ODI # 355
India,New Zealand,India,5 wickets,Adelaide,"Jan 25, 1986",ODI # 356
Australia,India,Australia,36 runs,Adelaide,"Jan 26, 1986",ODI # 357
Australia,New Zealand,New Zealand,206 runs,Adelaide,"Jan 27, 1986",ODI # 358
Australia,New Zealand,Australia,99 runs,Sydney,"Jan 29, 1986",ODI # 359
Australia,India,India,6 wickets,Melbourne,"Jan 31, 1986",ODI # 360
India,New Zealand,India,22 runs,Launceston,"Feb 2, 1986",ODI # 361
Australia,India,Australia,11 runs,Sydney,"Feb 5, 1986",ODI # 362
Australia,India,Australia,7 wickets,Melbourne,"Feb 9, 1986",ODI # 363
West Indies,England,West Indies,6 wickets,Kingston,"Feb 18, 1986",ODI # 364
Sri Lanka,Pakistan,Pakistan,8 wickets,Kandy,"Mar 2, 1986",ODI # 365
West Indies,England,England,5 wickets,Port of Spain,"Mar 4, 1986",ODI # 366
Sri Lanka,Pakistan,no result,,Moratuwa,"Mar 8, 1986",ODI # 367
Sri Lanka,Pakistan,Pakistan,8 wickets,Colombo (SSC),"Mar 11, 1986",ODI # 368
New Zealand,Australia,New Zealand,30 runs,Dunedin,"Mar 19, 1986",ODI # 369
West Indies,England,West Indies,135 runs,Bridgetown,"Mar 19, 1986",ODI # 370
New Zealand,Australia,New Zealand,53 runs,Christchurch,"Mar 22, 1986",ODI # 371
New Zealand,Australia,Australia,3 wickets,Wellington,"Mar 26, 1986",ODI # 372
New Zealand,Australia,Australia,44 runs,Auckland,"Mar 29, 1986",ODI # 373
Sri Lanka,Pakistan,Pakistan,81 runs,Colombo (PSS),"Mar 30, 1986",ODI # 374
Bangladesh,Pakistan,Pakistan,7 wickets,Moratuwa,"Mar 31, 1986",ODI # 375
West Indies,England,West Indies,8 wickets,Port of Spain,"Mar 31, 1986",ODI # 376
Sri Lanka,Bangladesh,Sri Lanka,7 wickets,Kandy,"Apr 2, 1986",ODI # 377
Sri Lanka,New Zealand,New Zealand,6 wickets,Colombo (RPS),"Apr 5, 1986",ODI # 378
Sri Lanka,Pakistan,Sri Lanka,5 wickets,Colombo (SSC),"Apr 6, 1986",ODI # 379
New Zealand,Pakistan,Pakistan,4 wickets,Colombo (SSC),"Apr 7, 1986",ODI # 380
India,New Zealand,India,3 wickets,Sharjah,"Apr 10, 1986",ODI # 381
Australia,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 11, 1986",ODI # 382
India,Sri Lanka,India,3 wickets,Sharjah,"Apr 13, 1986",ODI # 383
New Zealand,Pakistan,Pakistan,10 wickets,Sharjah,"Apr 15, 1986",ODI # 384
India,Pakistan,Pakistan,1 wicket,Sharjah,"Apr 18, 1986",ODI # 385
England,India,India,9 wickets,The Oval,"May 24, 1986",ODI # 386
England,India,England,5 wickets,Manchester,"May 26, 1986",ODI # 387
England,New Zealand,New Zealand,47 runs,Leeds,"Jul 16, 1986",ODI # 388
England,New Zealand,England,6 wickets,Manchester,"Jul 18, 1986",ODI # 389
India,Australia,India,7 wickets,Jaipur,"Sep 7, 1986",ODI # 390
India,Australia,Australia,3 wickets,Srinagar,"Sep 9, 1986",ODI # 391
India,Australia,no result,,Hyderabad (Deccan),"Sep 24, 1986",ODI # 392
India,Australia,India,3 wickets,Delhi,"Oct 2, 1986",ODI # 393
India,Australia,India,52 runs,Ahmedabad,"Oct 5, 1986",ODI # 394
India,Australia,Australia,7 wickets,Rajkot,"Oct 7, 1986",ODI # 395
Pakistan,West Indies,West Indies,4 wickets,Peshawar,"Oct 17, 1986",ODI # 396
Pakistan,West Indies,West Indies,17 runs,Gujranwala,"Nov 4, 1986",ODI # 397
Pakistan,West Indies,West Indies,4 wickets,Sialkot,"Nov 14, 1986",ODI # 398
Pakistan,West Indies,West Indies,89 runs,Multan,"Nov 17, 1986",ODI # 399
Pakistan,West Indies,Pakistan,11 runs,Hyderabad (Sind),"Nov 18, 1986",ODI # 400
India,Sri Lanka,India,7 wickets,Sharjah,"Nov 27, 1986",ODI # 401
Pakistan,West Indies,West Indies,9 wickets,Sharjah,"Nov 28, 1986",ODI # 402
India,West Indies,West Indies,33 runs,Sharjah,"Nov 30, 1986",ODI # 403
Pakistan,Sri Lanka,Pakistan,4 wickets,Sharjah,"Dec 2, 1986",ODI # 404
Sri Lanka,West Indies,West Indies,193 runs,Sharjah,"Dec 3, 1986",ODI # 405
India,Pakistan,Pakistan,3 wickets,Sharjah,"Dec 5, 1986",ODI # 406
India,Sri Lanka,Sri Lanka,117 runs,Kanpur,"Dec 24, 1986",ODI # 407
Pakistan,West Indies,Pakistan,34 runs,Perth,"Dec 30, 1986",ODI # 408
Australia,England,England,37 runs,Perth,"Jan 1, 1987",ODI # 409
Australia,Pakistan,Pakistan,1 wicket,Perth,"Jan 2, 1987",ODI # 410
England,West Indies,England,19 runs,Perth,"Jan 3, 1987",ODI # 411
Australia,West Indies,West Indies,164 runs,Perth,"Jan 4, 1987",ODI # 412
England,Pakistan,England,3 wickets,Perth,"Jan 5, 1987",ODI # 413
England,Pakistan,England,5 wickets,Perth,"Jan 7, 1987",ODI # 414
India,Sri Lanka,India,8 wickets,Guwahati,"Jan 11, 1987",ODI # 415
India,Sri Lanka,India,6 wickets,Delhi,"Jan 13, 1987",ODI # 416
India,Sri Lanka,India,94 runs,Vadodara,"Jan 15, 1987",ODI # 417
England,West Indies,England,6 wickets,Brisbane,"Jan 17, 1987",ODI # 418
India,Sri Lanka,India,10 runs,Mumbai,"Jan 17, 1987",ODI # 419
Australia,England,Australia,11 runs,Brisbane,"Jan 18, 1987",ODI # 420
Australia,West Indies,West Indies,7 wickets,Melbourne,"Jan 20, 1987",ODI # 421
Australia,England,England,3 wickets,Sydney,"Jan 22, 1987",ODI # 422
England,West Indies,England,89 runs,Adelaide,"Jan 24, 1987",ODI # 423
Australia,West Indies,West Indies,16 runs,Adelaide,"Jan 25, 1987",ODI # 424
Australia,England,Australia,33 runs,Adelaide,"Jan 26, 1987",ODI # 425
India,Pakistan,Pakistan,3 wickets,Indore,"Jan 27, 1987",ODI # 426
Australia,West Indies,Australia,36 runs,Sydney,"Jan 28, 1987",ODI # 427
England,West Indies,West Indies,6 wickets,Melbourne,"Jan 30, 1987",ODI # 428
Australia,England,Australia,109 runs,Melbourne,"Feb 1, 1987",ODI # 429
England,West Indies,England,29 runs,Devonport,"Feb 3, 1987",ODI # 430
Australia,West Indies,Australia,2 wickets,Sydney,"Feb 6, 1987",ODI # 431
Australia,England,England,6 wickets,Melbourne,"Feb 8, 1987",ODI # 432
Australia,England,England,8 runs,Sydney,"Feb 11, 1987",ODI # 433
India,Pakistan,Pakistan,2 wickets,Kolkata,"Feb 18, 1987",ODI # 434
New Zealand,West Indies,West Indies,95 runs,Dunedin,"Mar 18, 1987",ODI # 435
India,Pakistan,India,,Hyderabad (Deccan),"Mar 20, 1987",ODI # 436
New Zealand,West Indies,West Indies,6 wickets,Auckland,"Mar 21, 1987",ODI # 437
India,Pakistan,Pakistan,6 wickets,Pune,"Mar 22, 1987",ODI # 438
India,Pakistan,Pakistan,41 runs,Nagpur,"Mar 24, 1987",ODI # 439
India,Pakistan,Pakistan,5 wickets,Jamshedpur,"Mar 26, 1987",ODI # 440
New Zealand,West Indies,West Indies,10 wickets,Christchurch,"Mar 28, 1987",ODI # 441
England,India,India,3 wickets,Sharjah,"Apr 2, 1987",ODI # 442
Australia,Pakistan,Pakistan,6 wickets,Sharjah,"Apr 3, 1987",ODI # 443
Australia,India,India,7 wickets,Sharjah,"Apr 5, 1987",ODI # 444
England,Pakistan,England,5 wickets,Sharjah,"Apr 7, 1987",ODI # 445
Australia,England,England,11 runs,Sharjah,"Apr 9, 1987",ODI # 446
India,Pakistan,Pakistan,8 wickets,Sharjah,"Apr 10, 1987",ODI # 447
England,Pakistan,England,7 wickets,The Oval,"May 21, 1987",ODI # 448
England,Pakistan,Pakistan,6 wickets,Nottingham,"May 23, 1987",ODI # 449
England,Pakistan,England,1 wicket,Birmingham,"May 25, 1987",ODI # 450
Pakistan,Sri Lanka,Pakistan,15 runs,Hyderabad (Sind),"Oct 8, 1987",ODI # 451
India,Australia,Australia,1 run,Chennai,"Oct 9, 1987",ODI # 453
England,West Indies,England,2 wickets,Gujranwala,"Oct 9, 1987",ODI # 452
New Zealand,Zimbabwe,New Zealand,3 runs,Hyderabad (Deccan),"Oct 10, 1987",ODI # 454
Pakistan,England,Pakistan,18 runs,Rawalpindi,"Oct 12-13, 1987",ODI # 455
Australia,Zimbabwe,Australia,96 runs,Chennai,"Oct 13, 1987",ODI # 456
Sri Lanka,West Indies,West Indies,191 runs,Karachi,"Oct 13, 1987",ODI # 457
India,New Zealand,India,16 runs,Bengaluru,"Oct 14, 1987",ODI # 458
Pakistan,West Indies,Pakistan,1 wicket,Lahore,"Oct 16, 1987",ODI # 459
India,Zimbabwe,India,8 wickets,Mumbai,"Oct 17, 1987",ODI # 461
England,Sri Lanka,England,108 runs,Peshawar,"Oct 17, 1987",ODI # 460
Australia,New Zealand,Australia,3 runs,Indore,"Oct 18-19, 1987",ODI # 462
Pakistan,England,Pakistan,7 wickets,Karachi,"Oct 20, 1987",ODI # 463
Sri Lanka,West Indies,West Indies,25 runs,Kanpur,"Oct 21, 1987",ODI # 464
India,Australia,India,56 runs,Delhi,"Oct 22, 1987",ODI # 465
New Zealand,Zimbabwe,New Zealand,4 wickets,Kolkata,"Oct 23, 1987",ODI # 466
Pakistan,Sri Lanka,Pakistan,113 runs,Faisalabad,"Oct 25, 1987",ODI # 467
England,West Indies,England,34 runs,Jaipur,"Oct 26, 1987",ODI # 468
India,Zimbabwe,India,7 wickets,Ahmedabad,"Oct 26, 1987",ODI # 469
Australia,New Zealand,Australia,17 runs,Chandigarh,"Oct 27, 1987",ODI # 470
Australia,Zimbabwe,Australia,70 runs,Cuttack,"Oct 30, 1987",ODI # 471
England,Sri Lanka,England,8 wickets,Pune,"Oct 30, 1987",ODI # 472
Pakistan,West Indies,West Indies,28 runs,Karachi,"Oct 30, 1987",ODI # 473
India,New Zealand,India,9 wickets,Nagpur,"Oct 31, 1987",ODI # 474
Pakistan,Australia,Australia,18 runs,Lahore,"Nov 4, 1987",ODI # 475
India,England,England,35 runs,Mumbai,"Nov 5, 1987",ODI # 476
Australia,England,Australia,7 runs,Kolkata,"Nov 8, 1987",ODI # 477
Pakistan,England,England,2 wickets,Lahore,"Nov 18, 1987",ODI # 478
Pakistan,England,England,23 runs,Karachi,"Nov 20, 1987",ODI # 479
Pakistan,England,England,98 runs,Peshawar,"Nov 22, 1987",ODI # 480
India,West Indies,West Indies,10 runs,Nagpur,"Dec 8, 1987",ODI # 481
India,West Indies,West Indies,52 runs,Guwahati,"Dec 23, 1987",ODI # 482
Australia,Sri Lanka,Australia,81 runs,Perth,"Jan 2, 1988",ODI # 484
India,West Indies,India,56 runs,Kolkata,"Jan 2, 1988",ODI # 483
Australia,New Zealand,New Zealand,1 run,Perth,"Jan 3, 1988",ODI # 485
New Zealand,Sri Lanka,New Zealand,6 wickets,Sydney,"Jan 5, 1988",ODI # 486
India,West Indies,West Indies,6 wickets,Rajkot,"Jan 5, 1988",ODI # 487
Australia,New Zealand,Australia,6 runs,Melbourne,"Jan 7, 1988",ODI # 488
India,West Indies,West Indies,2 runs,Ahmedabad,"Jan 7, 1988",ODI # 489
New Zealand,Sri Lanka,New Zealand,4 wickets,Adelaide,"Jan 9, 1988",ODI # 490
Australia,Sri Lanka,Australia,81 runs,Adelaide,"Jan 10, 1988",ODI # 491
New Zealand,Sri Lanka,Sri Lanka,4 wickets,Hobart,"Jan 12, 1988",ODI # 492
Australia,Sri Lanka,Australia,38 runs,Melbourne,"Jan 14, 1988",ODI # 493
New Zealand,Sri Lanka,New Zealand,4 wickets,Brisbane,"Jan 16, 1988",ODI # 494
Australia,New Zealand,Australia,5 wickets,Brisbane,"Jan 17, 1988",ODI # 495
Australia,Sri Lanka,Australia,3 wickets,Sydney,"Jan 19, 1988",ODI # 496
India,West Indies,West Indies,4 wickets,Faridabad,"Jan 19, 1988",ODI # 497
Australia,New Zealand,Australia,78 runs,Sydney,"Jan 20, 1988",ODI # 498
Australia,New Zealand,Australia,8 wickets,Melbourne,"Jan 22, 1988",ODI # 499
India,West Indies,West Indies,73 runs,Gwalior,"Jan 22, 1988",ODI # 500
Australia,New Zealand,Australia,6 wickets,Sydney,"Jan 24, 1988",ODI # 501
India,West Indies,West Indies,9 wickets,Thiruvananthapuram,"Jan 25, 1988",ODI # 502
Australia,England,Australia,22 runs,Melbourne,"Feb 4, 1988",ODI # 503
New Zealand,England,England,5 wickets,Dunedin,"Mar 9, 1988",ODI # 504
New Zealand,England,England,6 wickets,Christchurch,"Mar 12, 1988",ODI # 505
West Indies,Pakistan,West Indies,47 runs,Kingston,"Mar 12, 1988",ODI # 506
West Indies,Pakistan,West Indies,5 wickets,St John's,"Mar 15, 1988",ODI # 507
New Zealand,England,New Zealand,7 wickets,Napier,"Mar 16, 1988",ODI # 508
West Indies,Pakistan,West Indies,50 runs,Port of Spain,"Mar 18, 1988",ODI # 509
New Zealand,England,New Zealand,4 wickets,Auckland,"Mar 19, 1988",ODI # 510
West Indies,Pakistan,West Indies,7 wickets,Port of Spain,"Mar 20, 1988",ODI # 511
India,Sri Lanka,India,18 runs,Sharjah,"Mar 25, 1988",ODI # 512
India,New Zealand,India,73 runs,Sharjah,"Mar 27, 1988",ODI # 513
New Zealand,Sri Lanka,New Zealand,99 runs,Sharjah,"Mar 29, 1988",ODI # 514
West Indies,Pakistan,West Indies,7 wickets,Georgetown,"Mar 30, 1988",ODI # 515
New Zealand,Sri Lanka,New Zealand,43 runs,Sharjah,"Mar 31, 1988",ODI # 516
India,New Zealand,India,52 runs,Sharjah,"Apr 1, 1988",ODI # 517
England,West Indies,England,6 wickets,Birmingham,"May 19, 1988",ODI # 518
England,West Indies,England,47 runs,Leeds,"May 21, 1988",ODI # 519
England,West Indies,England,7 wickets,Lord's,"May 23-24, 1988",ODI # 520
England,Sri Lanka,England,5 wickets,The Oval,"Sep 4, 1988",ODI # 521
Pakistan,Australia,Pakistan,,Lahore,"Oct 14, 1988",ODI # 522
India,West Indies,India,23 runs,Sharjah,"Oct 16, 1988",ODI # 523
Pakistan,West Indies,Pakistan,84 runs,Sharjah,"Oct 18, 1988",ODI # 524
India,Pakistan,Pakistan,34 runs,Sharjah,"Oct 19, 1988",ODI # 525
India,West Indies,West Indies,8 wickets,Sharjah,"Oct 21, 1988",ODI # 526
Pakistan,West Indies,West Indies,11 runs,Sharjah,"Oct 22, 1988",ODI # 527
Pakistan,Sri Lanka,Sri Lanka,5 wickets,Dhaka,"Oct 27, 1988",ODI # 528
Bangladesh,India,India,9 wickets,Chattogram,"Oct 27, 1988",ODI # 529
India,Sri Lanka,Sri Lanka,17 runs,Dhaka,"Oct 29, 1988",ODI # 530
Bangladesh,Pakistan,Pakistan,173 runs,Chattogram,"Oct 29, 1988",ODI # 531
India,Pakistan,India,4 wickets,Dhaka,"Oct 31, 1988",ODI # 532
Bangladesh,Sri Lanka,Sri Lanka,9 wickets,Dhaka,"Nov 2, 1988",ODI # 533
India,Sri Lanka,India,6 wickets,Dhaka,"Nov 4, 1988",ODI # 534
Pakistan,West Indies,West Indies,89 runs,Adelaide,"Dec 10, 1988",ODI # 535
India,New Zealand,India,4 wickets,Visakhapatnam,"Dec 10, 1988",ODI # 536
Australia,Pakistan,Australia,9 wickets,Adelaide,"Dec 11, 1988",ODI # 537
India,New Zealand,India,5 wickets,Cuttack,"Dec 12, 1988",ODI # 538
Australia,West Indies,West Indies,1 run,Sydney,"Dec 13, 1988",ODI # 539
Australia,West Indies,West Indies,34 runs,Melbourne,"Dec 15, 1988",ODI # 540
India,New Zealand,India,53 runs,Indore,"Dec 15, 1988",ODI # 541
Pakistan,West Indies,West Indies,17 runs,Hobart,"Dec 17, 1988",ODI # 542
India,New Zealand,India,2 wickets,Vadodara,"Dec 17, 1988",ODI # 543
Pakistan,West Indies,West Indies,7 wickets,Perth,"Jan 1, 1989",ODI # 544
Australia,Pakistan,Pakistan,38 runs,Perth,"Jan 2, 1989",ODI # 545
Australia,West Indies,Australia,8 runs,Melbourne,"Jan 5, 1989",ODI # 546
Pakistan,West Indies,Pakistan,55 runs,Brisbane,"Jan 7, 1989",ODI # 547
Australia,Pakistan,Australia,5 wickets,Brisbane,"Jan 8, 1989",ODI # 548
Australia,Pakistan,Australia,6 runs,Melbourne,"Jan 10, 1989",ODI # 549
Australia,West Indies,Australia,61 runs,Sydney,"Jan 12, 1989",ODI # 550
Australia,West Indies,Australia,2 runs,Melbourne,"Jan 14, 1989",ODI # 551
Australia,West Indies,West Indies,92 runs,Sydney,"Jan 16, 1989",ODI # 552
Australia,West Indies,West Indies,8 wickets,Sydney,"Jan 18, 1989",ODI # 553
New Zealand,Pakistan,New Zealand,8 wickets,Dunedin,"Feb 6, 1989",ODI # 554
New Zealand,Pakistan,New Zealand,7 wickets,Christchurch,"Mar 4, 1989",ODI # 555
West Indies,India,West Indies,50 runs,Bridgetown,"Mar 7, 1989",ODI # 556
New Zealand,Pakistan,New Zealand,6 wickets,Wellington,"Mar 8, 1989",ODI # 557
West Indies,India,West Indies,6 wickets,Port of Spain,"Mar 9, 1989",ODI # 558
New Zealand,Pakistan,Pakistan,7 wickets,Auckland,"Mar 11, 1989",ODI # 559
West Indies,India,West Indies,6 wickets,Port of Spain,"Mar 11, 1989",ODI # 560
New Zealand,Pakistan,New Zealand,7 wickets,Hamilton,"Mar 14, 1989",ODI # 561
West Indies,India,West Indies,8 wickets,St John's,"Mar 18, 1989",ODI # 562
West Indies,India,West Indies,101 runs,Georgetown,"Mar 21, 1989",ODI # 563
Pakistan,Sri Lanka,Pakistan,30 runs,Sharjah,"Mar 23, 1989",ODI # 564
Pakistan,Sri Lanka,Pakistan,7 wickets,Sharjah,"Mar 24, 1989",ODI # 565
England,Australia,England,95 runs,Manchester,"May 25, 1989",ODI # 566
England,Australia,tied,,Nottingham,"May 27, 1989",ODI # 567
England,Australia,Australia,6 wickets,Lord's,"May 29, 1989",ODI # 568
India,West Indies,West Indies,5 wickets,Sharjah,"Oct 13, 1989",ODI # 569
Pakistan,West Indies,Pakistan,11 runs,Sharjah,"Oct 14, 1989",ODI # 570
England,Sri Lanka,England,5 wickets,Delhi,"Oct 15, 1989",ODI # 571
India,Pakistan,Pakistan,6 wickets,Sharjah,"Oct 15, 1989",ODI # 572
India,West Indies,India,37 runs,Sharjah,"Oct 16, 1989",ODI # 573
Pakistan,West Indies,Pakistan,57 runs,Sharjah,"Oct 17, 1989",ODI # 574
Australia,England,England,7 wickets,Hyderabad (Deccan),"Oct 19, 1989",ODI # 575
Sri Lanka,West Indies,Sri Lanka,4 wickets,Rajkot,"Oct 19, 1989",ODI # 576
India,Pakistan,Pakistan,38 runs,Sharjah,"Oct 20, 1989",ODI # 577
Australia,West Indies,Australia,99 runs,Chennai,"Oct 21, 1989",ODI # 578
England,Pakistan,England,4 wickets,Cuttack,"Oct 22, 1989",ODI # 579
India,Sri Lanka,India,6 runs,Ahmedabad,"Oct 22, 1989",ODI # 580
Australia,Pakistan,Pakistan,66 runs,Mumbai (BS),"Oct 23, 1989",ODI # 581
India,West Indies,West Indies,20 runs,Delhi,"Oct 23, 1989",ODI # 582
India,England,India,6 wickets,Kanpur,"Oct 25, 1989",ODI # 583
Pakistan,West Indies,West Indies,6 wickets,Jalandhar,"Oct 25, 1989",ODI # 584
Australia,Sri Lanka,Australia,28 runs,Margao,"Oct 25, 1989",ODI # 585
England,West Indies,West Indies,26 runs,Gwalior,"Oct 27, 1989",ODI # 586
India,Australia,India,3 wickets,Bengaluru,"Oct 27, 1989",ODI # 587
Pakistan,Sri Lanka,Pakistan,6 runs,Lucknow,"Oct 27, 1989",ODI # 588
India,Pakistan,Pakistan,77 runs,Kolkata,"Oct 28, 1989",ODI # 589
England,Pakistan,Pakistan,6 wickets,Nagpur,"Oct 30, 1989",ODI # 590
India,West Indies,West Indies,8 wickets,Mumbai,"Oct 30, 1989",ODI # 591
Pakistan,West Indies,Pakistan,4 wickets,Kolkata,"Nov 1, 1989",ODI # 592
Pakistan,India,Pakistan,7 runs,Gujranwala,"Dec 18, 1989",ODI # 593
Pakistan,India,no result,,Karachi,"Dec 20, 1989",ODI # 594
Pakistan,India,Pakistan,38 runs,Lahore,"Dec 22, 1989",ODI # 595
Australia,Sri Lanka,Australia,30 runs,Melbourne,"Dec 26, 1989",ODI # 596
Australia,Sri Lanka,Australia,9 wickets,Perth,"Dec 30, 1989",ODI # 597
Pakistan,Sri Lanka,Sri Lanka,3 wickets,Perth,"Dec 31, 1989",ODI # 598
Australia,Pakistan,Australia,7 wickets,Melbourne,"Jan 3, 1990",ODI # 599
Australia,Sri Lanka,Australia,73 runs,Melbourne,"Jan 4, 1990",ODI # 600
Pakistan,Sri Lanka,Pakistan,5 wickets,Brisbane,"Feb 10, 1990",ODI # 601
Australia,Pakistan,Australia,67 runs,Brisbane,"Feb 11, 1990",ODI # 602
Australia,Pakistan,Pakistan,5 wickets,Sydney,"Feb 13, 1990",ODI # 603
West Indies,England,no result,,Port of Spain,"Feb 14, 1990",ODI # 604
Pakistan,Sri Lanka,Pakistan,6 wickets,Hobart,"Feb 15, 1990",ODI # 605
Pakistan,Sri Lanka,Pakistan,27 runs,Adelaide,"Feb 17, 1990",ODI # 606
West Indies,England,no result,,Port of Spain,"Feb 17, 1990",ODI # 607
Australia,Sri Lanka,Australia,7 wickets,Adelaide,"Feb 18, 1990",ODI # 608
Australia,Pakistan,Pakistan,2 runs,Sydney,"Feb 20, 1990",ODI # 609
Australia,Pakistan,Australia,7 wickets,Melbourne,"Feb 23, 1990",ODI # 610
Australia,Pakistan,Australia,69 runs,Sydney,"Feb 25, 1990",ODI # 611
New Zealand,India,New Zealand,108 runs,Dunedin,"Mar 1, 1990",ODI # 612
Australia,India,Australia,18 runs,Christchurch,"Mar 3, 1990",ODI # 613
West Indies,England,West Indies,3 wickets,Kingston,"Mar 3, 1990",ODI # 614
New Zealand,Australia,Australia,150 runs,Christchurch,"Mar 4, 1990",ODI # 615
New Zealand,India,India,1 run,Wellington,"Mar 6, 1990",ODI # 616
West Indies,England,West Indies,6 wickets,Georgetown,"Mar 7, 1990",ODI # 617
Australia,India,Australia,7 wickets,Hamilton,"Mar 8, 1990",ODI # 618
New Zealand,Australia,Australia,10 runs,Auckland,"Mar 10, 1990",ODI # 619
New Zealand,Australia,Australia,8 wickets,Auckland,"Mar 11, 1990",ODI # 620
West Indies,England,West Indies,7 wickets,Georgetown,"Mar 15, 1990",ODI # 621
West Indies,England,West Indies,4 wickets,Bridgetown,"Apr 3, 1990",ODI # 622
